,0,Handle,ID,CreatedAt,Location
440,"Do you want to know what other people in the world see and hear when they look out of their window? @windowswap 

I… https://t.co/MvfAOAuzjl",HannahBohle,1354527732542169093,2021-01-27 20:32:32,
441,"RT @annienxli: After 3 months of work, I'm officially launching my Job Search Coaching website! If you or anyone you know is looking to lan…",HannahBohle,1354439786098995200,2021-01-27 14:43:03,
442,@meilitr just shared how she and a friend made an app/game within one week. On Monday they started with the idea to… https://t.co/dNQz0ZF9My,HannahBohle,1354077394399850496,2021-01-26 14:43:03,
443,RT @infobeautiful: The world is moving towards greater equality for women &amp; girls. #GenderEquality is better for society. Better for #democ…,HannahBohle,1353821207087489024,2021-01-25 21:45:03,
444,"RT @nnja: There's a cool Python conference happening in early December: Pyjamas. 🐍

24 hours of talks where the presenters... present in py…",HannahBohle,1353715004898496520,2021-01-25 14:43:02,
445,Apparently it is possible to predict major changes in politics in China by detecting differences in Chinese propaga… https://t.co/Vc3vNqThKp,HannahBohle,1352272823813890055,2021-01-21 15:12:19,
446,Currently enjoying the @DataNativesCon (18-20.11.). Interesting new interactive conference format! And the talk abo… https://t.co/ExZMCczGbh,HannahBohle,1332063301497466880,2020-11-26 20:46:54,
447,"RT @tech_berlin: Mark your calendars for the last Cat Herding event of 2020. 

We will meet on December 3rd 19:00 CET (RSVP through the mee…",HannahBohle,1330354824609738758,2020-11-22 03:38:01,
448,RT @venikunche: What’s something that FEELS like diversity and inclusion in tech but isn’t?,HannahBohle,1316823455371755524,2020-10-15 19:29:11,
449,@adrinjalali I agree. They should definitely make these decisions more transparent. Have you tried using your name… https://t.co/Eyiclrs8OW,HannahBohle,1303106645652918274,2020-09-07 23:03:29,
450,"RT @10kDSforEU: Data roles in the industry for PhDs. Is a role as a data analyst, data scientist, or data engineer best for me? Enjoy the w…",HannahBohle,1287387637817409546,2020-07-26 14:01:46,
451,Alternative career paths after leaving academia: I was amazed to find such a wide variety of fascinating jobs in th… https://t.co/DFsIrdmUp6,HannahBohle,1282861308401115137,2020-07-14 02:15:44,
452,RT @optoutools: We need your help! 🙏We are working with the wonderful @PaperSheffield to research women's experiences with misogyny on Twit…,HannahBohle,1282827312996786177,2020-07-14 00:00:39,
453,💜 https://t.co/oQCvd1YMEM,DrBiden,1357386255714115587,2021-02-04 17:51:17,
454,The day is finally here. I hope you’ll join me for a special live broadcast of the Inauguration made especially for… https://t.co/DxdAR9FQyM,DrBiden,1357069269822033923,2021-02-03 20:51:41,
455,"As we come together offering light and the ringing of bells, to those grieving loved ones lost to COVID-19, always… https://t.co/N7foJuaFqi",DrBiden,1356411441990004738,2021-02-02 01:17:43,
456,We are coming together for a national moment of unity and remembrance to honor the lives lost to COVID-19. Join us… https://t.co/G9HUdLEBs4,DrBiden,1355242388508332036,2021-01-29 19:52:19,
457,"For the first time ever, there will be a special live broadcast of the Inauguration made especially for students an… https://t.co/1WJXGojU8d",DrBiden,1355006374313390083,2021-01-29 04:14:29,
458,Join us for a celebration of the National MLK Day of Service: https://t.co/YP3BQWZD8G,DrBiden,1354802164225486848,2021-01-28 14:43:01,
459,"RT @BidenInaugural: In two days @JoeBiden will be sworn in as President of the United States and set America on a new path towards unity, h…",DrBiden,1354545986509692939,2021-01-27 21:45:04,
460,"On this new journey, we continue to strive to embody the spirit of Dr. Martin Luther King, Jr. and honor his legacy. https://t.co/USqfFzcBzy",DrBiden,1354527732542169093,2021-01-27 20:32:32,
461,Photo credit: Amanda Lucidon,DrBiden,1354439786098995200,2021-01-27 14:43:03,
462,"Happy Birthday, @MichelleObama ❤️ https://t.co/gMXnJWx5qf",DrBiden,1354077394399850496,2021-01-26 14:43:03,
463,"Congratulations to our new Executive Director of Joining Forces, Rory Brosius. She will be a tremendous asset to my… https://t.co/l0mFnqVbXP",DrBiden,1353821207087489024,2021-01-25 21:45:03,
464,"In 2011, @MichelleObama and I launched Joining Forces to support military service members, veterans, their families… https://t.co/n6V7ayQAbU",DrBiden,1353715004898496520,2021-01-25 14:43:02,
465,One week.,DrBiden,1352272823813890055,2021-01-21 15:12:19,
466,My prayer for the new year. https://t.co/xRq3e4jkhx,DrBiden,1332063301497466880,2020-11-26 20:46:54,
467,"From our family to yours, Merry Christmas and Happy Holidays. https://t.co/TJjZSN4Sj7",DrBiden,1330354824609738758,2020-11-22 03:38:01,
468,A very special Christmas message from Champ and Major. https://t.co/pEKtxMjiUx,DrBiden,1316823455371755524,2020-10-15 19:29:11,
469,RT @LloydAustin: It was a privilege to be able to join @DrBiden earlier this month in putting together care packages for deployed troops an…,DrBiden,1303106645652918274,2020-09-07 23:03:29,
470,Happy Birthday Dr. Fauci 💕 https://t.co/fhdVvtHvvy,DrBiden,1287387637817409546,2020-07-26 14:01:46,
471,"To all the frontline heroes who got us to this point - thank you.

 https://t.co/5cIpPH8J2e",DrBiden,1282861308401115137,2020-07-14 02:15:44,
472,"The Affordable Care Act saved my sister's life.

If you or a loved one needs coverage, today is the last day of ope… https://t.co/iQeVCeuHu8",DrBiden,1282827312996786177,2020-07-14 00:00:39,
473,Spannendes Interview mit unserem Geschäftsführer Max Wörner in der IVV-Serie „Wohnen der Zukunft weitergedacht“. https://t.co/47yyR3Yz53,LewinFricke,1357386255714115587,2021-02-04 17:51:17,
474,"Spannende Diskussion zum Thema Bauen und Wohnen, mit @WinneHermann, @ChrisKuehn_mdb, #SusanneBay und… https://t.co/1f285YxDkF",LewinFricke,1357069269822033923,2021-02-03 20:51:41,
475,"RT @julianmeine: Rosen sind rot,
15 % was soll‘s, https://t.co/BCt54Ti1yt",LewinFricke,1356411441990004738,2021-02-02 01:17:43,
476,"RT @faznet: 🐮 Auf einem Bauernhof im Taunus hält der frühere Sternekoch Franz Keller Tiere, um zu zeigen, dass bessere #Landwirtschaft mögl…",LewinFricke,1355242388508332036,2021-01-29 19:52:19,
477,@polenz_r @welt 😂😂😂,LewinFricke,1355006374313390083,2021-01-29 04:14:29,
478,RT @Wohli: Die 7-Tage-Inzidenz ist erstmals auch in #Berlin wieder unter 100. Der 4-Tage-R-Wert entwickelt sich ebenfalls gut. Das macht Ho…,LewinFricke,1354802164225486848,2021-01-28 14:43:01,
479,"RT @Architects4F: HEUTE 27.1.21:
Die nachhaltige #Bauwende im #Bundestag! 🏗🌆🏘💚🌍💫🙌🏼

Ab 18:30 Uhr werden drei Anträge der @GrueneBundestag u…",LewinFricke,1354545986509692939,2021-01-27 21:45:04,
480,@fraeuleingebel https://t.co/4BlyeB7FXg,LewinFricke,1354527732542169093,2021-01-27 20:32:32,
481,"RT @triq_gmbh: 🇺🇸 🌿
https://t.co/mcSuhxB05w",LewinFricke,1354439786098995200,2021-01-27 14:43:03,
482,Late night #Schach 🤓 https://t.co/LPftjsuMb5,LewinFricke,1354077394399850496,2021-01-26 14:43:03,
483,wtf-Moment der Woche! https://t.co/vEfa6gFQft,LewinFricke,1353821207087489024,2021-01-25 21:45:03,
484,Klasse Artikel von @hafke_ju! https://t.co/YKOJ6XnKMj,LewinFricke,1353715004898496520,2021-01-25 14:43:02,
485,Kritische Perspektive von @CharlotteKais10 #Clubhouse https://t.co/hIwJiapdhS,LewinFricke,1352272823813890055,2021-01-21 15:12:19,
486,.@neurosenthal hat die Lage schon tiefer analysiert als ich. #Clubhouse https://t.co/jWO1tK8kDH,LewinFricke,1332063301497466880,2020-11-26 20:46:54,
487,Seit gestern dabei. Gucken wir mal was passiert. 😅 #Clubhouse https://t.co/TUlnZXoW3s,LewinFricke,1330354824609738758,2020-11-22 03:38:01,
488,"RT @JoaquimCampa: Animals interrupting wildlife photographers. A thread:

1. 📸 Dan Dinu https://t.co/FYfohHAucq",LewinFricke,1316823455371755524,2020-10-15 19:29:11,
489,@hgeibig @BILD Ausgangssperre Hollywood Edition: From dusk till lockdawn? 🥸,LewinFricke,1303106645652918274,2020-09-07 23:03:29,
490,"RT @DGNB_eV: Informationen sind die Basis, wenn es um das nachhaltige Bauen geht. Hier sind sich beim #DGNBFrühstückstalk alle einig. Auch…",LewinFricke,1287387637817409546,2020-07-26 14:01:46,
491,"RT @pretzpolitics: Zeit für einen neuen Podcast! In Pretzels &amp; Politics sprechen @gloriamue93, @JenoKrishnan und @cpkrohne   über politisch…",LewinFricke,1282861308401115137,2020-07-14 02:15:44,
492,"Seit langem mal wieder im Office @triq_gmbh . Ohne Video Calls läuft trotzdem nichts. Wahnsinn, wie die Arbeitswelt… https://t.co/ksuTDRWORM",LewinFricke,1282827312996786177,2020-07-14 00:00:39,
493,@perceptic0n @SWP_IntSecurity @ClaudMajor @_jonasschneider @iPRAW_org @lydiawachs @dmncvgl @_paulakoehler… https://t.co/hx6T0ezCwN,adahlma,1357386255714115587,2021-02-04 17:51:17,
494,"RT @M__Verbruggen: My latest piece, combing through fact and fiction on drone swarms for the @BulletinAtomic
https://t.co/uMO0DuyYxm",adahlma,1357069269822033923,2021-02-03 20:51:41,
495,RT @IFSHHamburg: 📘New IFSH Policy Brief out now! The United Nations Conference on Certain Conventional Weapons is the only multilateral hum…,adahlma,1356411441990004738,2021-02-02 01:17:43,
496,RT @SWPBerlin: Crisis-proofing Supply Chains: “It’s about Human Rights Too”. A »Point of View« by @fraumueller_swp @SWP_MEA. https://t.co/u…,adahlma,1355242388508332036,2021-01-29 19:52:19,
497,"RT @warstudies: 👩‍🎓🎓Next we're celebrating our postgraduate award winners. 

💫🙌Many congratulations to Lydia Wachs, Emily Danby, Jisu Lee,…",adahlma,1355006374313390083,2021-01-29 04:14:29,
498,"RT @SWP_IntSecurity: Heute tritt der Kernwaffenverbotsvertrag #TPNW in Kraft.
In seinem neuen SWP-Aktuell argumentiert Jonas Schneider, das…",adahlma,1354802164225486848,2021-01-28 14:43:01,
499,"RT @iPRAW_org: Yesterday, the European Parliament🇪🇺 adopted a resolution, calling for a common European position on the military use of AI…",adahlma,1354545986509692939,2021-01-27 21:45:04,
500,RT @iPRAW_org: Looking for something interesting to read in lockdown? Then check out these #AI - and #emergingtech -related news👇(1/6),adahlma,1354527732542169093,2021-01-27 20:32:32,
501,"@MCKettemann @SWPBerlin Ach, die Killerroboter können ruhig weiter Filme drehen. Aber LAWS fänd ich schwierig...",adahlma,1354439786098995200,2021-01-27 14:43:03,
502,@RikeFranke Es war mir ein Vergnügen!,adahlma,1354077394399850496,2021-01-26 14:43:03,
503,"@MCKettemann @SWP_IntSecurity @iPRAW_org Ich freue mich, dabei zu sein und bin gespannt auf die Diskussion.",adahlma,1353821207087489024,2021-01-25 21:45:03,
504,RT @drkzentrum: #Stellenausschreibung: #Rettungssanitäter (m/w/d) gesucht: Wir suchen zuverlässige Kolleg*innen insb. für den Einsatz bei S…,adahlma,1353715004898496520,2021-01-25 14:43:02,
505,"RT @iPRAW_org: When it comes to #emergingtech in the area of #LAWS, defining a sufficient type &amp; degree of human control is a challenging t…",adahlma,1352272823813890055,2021-01-21 15:12:19,
506,@lydiawachs - my brilliant colleague at @iPRAW_org - commented on the German drone debate aka #drohnendebatte2020 👇 https://t.co/wLSNxl3V7o,adahlma,1332063301497466880,2020-11-26 20:46:54,
507,RT @SWP_IntSecurity: Der Einsatz bewaffneter #Drohnen für Deutschland wird wahrscheinlicher. An welchen Rüstungsprojekten Deutschland betei…,adahlma,1330354824609738758,2020-11-22 03:38:01,
508,"RT @HateAid: ""Warum nicht genderneutral?!""
""Was ist mit Männern? Gewalt trifft alle!""
""Gewalt geht auch von Frauen aus!""
""Ihr setzt euch ni…",adahlma,1316823455371755524,2020-10-15 19:29:11,
509,RT @heiseonline: Drohnenkrieg via Ramstein: Klagen jemenitischer Opferangehöriger abgeschmettert https://t.co/MlpQdJsBY5 #Drohnenkrieg #Jem…,adahlma,1303106645652918274,2020-09-07 23:03:29,
510,"RT @HateAid: ♀️ Täglich werden Frauen online angegriffen. Das Ziel: Sie so lange einzuschüchtern, bis sie schweigen. Es reicht. #NoSpacefor…",adahlma,1287387637817409546,2020-07-26 14:01:46,
511,RT @drkzentrum: Kennt ihr schon die App #KatRetter? Mit ihr können Ersthelfer*innen #Reanimationen unterstützen bis der Rettungsdienst eint…,adahlma,1282861308401115137,2020-07-14 02:15:44,
512,Freitagabend in Berlin... https://t.co/CcsGVacJOr,adahlma,1282827312996786177,2020-07-14 00:00:39,
513,"RT @Colab_digital: In diesem Monat gehen wir mit dem Podcast ""Digitale Musterbrecher*innen"" an den Start. In Episode #1 diskutieren wir mit…",pinkiundbrain,1357386255714115587,2021-02-04 17:51:17,
514,RT @m4L73: „Wir brauchen eine zweite Welle der Aufklärung“ @afelia verknüpft in ihrer Keynote auf dem #UniventionSummit2021 Digitalisierung…,pinkiundbrain,1357069269822033923,2021-02-03 20:51:41,
515,RT @JessicaTittel: „Daumen hoch oder geballte Faust: Eine Unterarmmanschette mit 64 Elektroden und KI-Chip erkennt beabsichtigte Handzeiche…,pinkiundbrain,1356411441990004738,2021-02-02 01:17:43,
516,"RT @BBE_Info: 📬 Newsletter: Digitalisierung #trisektoral denken

Die BBE-Arbeitsgruppe #Digitalisierung + bürgerschaftliches #Engagement ze…",pinkiundbrain,1355242388508332036,2021-01-29 19:52:19,
517,"RT @REHACARE: Gefahrensituationen erkennen, Hilfe rufen, Tür öffnen: Im Rahmen vom #AmbientAssistedLiving haben technische Helferlein heut…",pinkiundbrain,1355006374313390083,2021-01-29 04:14:29,
518,"RT @LINGA_NDS_DE: Unsere #lingawoche geht mit #Sozialministerium in #Niedersachsen online: 2021 gibt es einen virtuellen #Hackathon ""Der Na…",pinkiundbrain,1354802164225486848,2021-01-28 14:43:01,
519,"RT @nowanda1: Auf der #TECHTIDE haben wir diskutiert, wie Altwerden in Deutschland und #Pflege mit digitalen Hilfsmitteln noch besser gelin…",pinkiundbrain,1354545986509692939,2021-01-27 21:45:04,
520,RT @LINGA_NDS_DE: @hannover nimmt mit Kommunalem Seniorenservice die digitale #Daseinsvorsorge ernst. Patrick Ney @pinkiundbrain will voran…,pinkiundbrain,1354527732542169093,2021-01-27 20:32:32,
521,"@foulder Digitalisierung für Bürgergesellschaft ist 
♦️Beschleunigung 
♦️Entfremdung 
♦️Resonanz 

Braucht 
✴Gelass… https://t.co/zSGgVmiPfY",pinkiundbrain,1354439786098995200,2021-01-27 14:43:03,
522,Mit Impulsen zu #Digitalisierung und #Ehrenamt #alter mit @foulder @machbarschaft_ @LINGA_NDS_DE @digitaledoerfer u… https://t.co/GG8X9xHCRL,pinkiundbrain,1354077394399850496,2021-01-26 14:43:03,
523,RT @senovationaward: Heute um 18:30 ist es soweit: Generations Forum - International Panel on the #Digital Divide by @ASAging Es geht um #d…,pinkiundbrain,1353821207087489024,2021-01-25 21:45:03,
524,"RT @DigitaltagDE: Der Countdown läuft! ⏰ Ihr habt das Zeug, #DigitaleWeihnachtshelden zu werden?🦸Dann bewerbt euch noch in den letzten drei…",pinkiundbrain,1353715004898496520,2021-01-25 14:43:02,
525,Mit 63 Punkten ebenfalls #datenschutz muffel. Hätte mit einem höheren Wert gerechnet. einige Dienste ziehen den Sco… https://t.co/ArUfalKKEl,pinkiundbrain,1352272823813890055,2021-01-21 15:12:19,
526,@chwagener Coqon. Das funktioniert mit seinen offenen Standard gut doch ohne Internet ist es auch nicht Handlungsfä… https://t.co/pIhxZvgKjQ,pinkiundbrain,1332063301497466880,2020-11-26 20:46:54,
527,RT @D64eV: Der erste produktive Tag unserer Superklausur neigt sich dem Ende zu - wir lassen den Abend mit einem digitalen Kneipenquiz ausk…,pinkiundbrain,1330354824609738758,2020-11-22 03:38:01,
528,Kreatives Chaos. Nach Totalausfall des #SmartHome heute morgen und Neukonfiguration nun Dreharbeiten und Interview… https://t.co/BbMlDazOFO,pinkiundbrain,1316823455371755524,2020-10-15 19:29:11,
529,#Digitalisierung und Engagement als einem entscheidenden Pfeiler demokratischer Kultur und Praxis. Facetten des 3.… https://t.co/aGdPFYup2l,pinkiundbrain,1303106645652918274,2020-09-07 23:03:29,
530,"Grundlage der Session ist der 8. Altersbericht. Perspektive morgen, von der Theorie der Praxis. Reinschalten lohnt… https://t.co/p54am22r17",pinkiundbrain,1287387637817409546,2020-07-26 14:01:46,
531,RT @andersverwalten: Lebenzyklus von Innovationslaboren in der Verwaltung - von der Geburt bis zum Leben nach dem Tod - jetzt auch auf Engl…,pinkiundbrain,1282861308401115137,2020-07-14 02:15:44,
532,Der #kreativworkshop ist zu empfehlen. Hier könnt ihr #DesignThinking erproben und erleben. Es lohnt sich https://t.co/7CG1AUtWm1,pinkiundbrain,1282827312996786177,2020-07-14 00:00:39,
533,RT @VanCarlito2003: 📍and it recognizes their humanity! https://t.co/IXhFBFbwDc,dr_nickiw,1357386255714115587,2021-02-04 17:51:17,
534,This week is the week I get caught up on my emails. https://t.co/5ax4SABuzZ,dr_nickiw,1357069269822033923,2021-02-03 20:51:41,
535,Dr. Brenda Armstrong was the second Black woman in the United States to become a board-certified pediatric cardiolo… https://t.co/lOqgYpzCIM,dr_nickiw,1356411441990004738,2021-02-02 01:17:43,
536,What I'm *not* doing on this 8th day of Black History Month is debate why a wealthy white man didn't deserve a PPP loan.,dr_nickiw,1355242388508332036,2021-01-29 19:52:19,
537,@OhThatJessUgh @pwthornton @amaditalks Small business owners who did NOT get a PPP and went through hoops to try to apply,dr_nickiw,1355006374313390083,2021-01-29 04:14:29,
538,@OhThatJessUgh @pwthornton @amaditalks As if small biz owners haven't spent their entire savings to keep their busi… https://t.co/noezrcXibs,dr_nickiw,1354802164225486848,2021-01-28 14:43:01,
539,"RT @DrMonicaCox: Some folks think my tweets are harsh &amp; bitter. 

Let me tell you what’s harsh &amp; bitter. 

Seeing tears &amp; hearing cries of…",dr_nickiw,1354545986509692939,2021-01-27 21:45:04,
540,"RT @jemelehill: In that Inspire Change commercial, the NFL forgot to show the part where they blackballed Colin Kaepernick, have only 3 bla…",dr_nickiw,1354527732542169093,2021-01-27 20:32:32,
541,@pwthornton @amaditalks Nowhere did the original tweet state that the 950k purchased a yacht.,dr_nickiw,1354439786098995200,2021-01-27 14:43:03,
542,RT @VanCarlito2003: None.,dr_nickiw,1354077394399850496,2021-01-26 14:43:03,
543,RT @amaditalks: Just a reminder that multimillionaire Tom Brady took a PPP loan for his vitamin and supplement business and then bought a y…,dr_nickiw,1353821207087489024,2021-01-25 21:45:03,
544,"RT @MaxJordan_N: In like, 2019 Baltimore City Public School kids were wearing winter coats in class because there was no heat, how could pa…",dr_nickiw,1353715004898496520,2021-01-25 14:43:02,
545,RT @TiffanyDCross: Maybe I’m late but. Has anyone yet acknowledged that the Tampa stadium looked packed to capacity and there was seemingly…,dr_nickiw,1352272823813890055,2021-01-21 15:12:19,
546,RT @STEMhasSoul: So we now are enamored with Brady because he hugged his wife and children? We forgot the MAGA hat and his support for you…,dr_nickiw,1332063301497466880,2020-11-26 20:46:54,
547,Never change Dr. MAN!!! https://t.co/txDBqRAdKo,dr_nickiw,1330354824609738758,2020-11-22 03:38:01,
548,"@Quackackjac So...you compare an ethics course to a course on identity? Again, i think you require a firm understan… https://t.co/DtKxEwtjgJ",dr_nickiw,1316823455371755524,2020-10-15 19:29:11,
549,RT @MaryLTrump: Citizens of a free society have obligations to each other. Transgressions against the common good affect and concern all of…,dr_nickiw,1303106645652918274,2020-09-07 23:03:29,
550,@Quackackjac Furthermore...students aren't interested in architecture..but they take it..they have to.,dr_nickiw,1287387637817409546,2020-07-26 14:01:46,
551,@Quackackjac Who said students aren't interested?,dr_nickiw,1282861308401115137,2020-07-14 02:15:44,
552,@Quackackjac There are 117 other credit hours dedicated to theoretical cs. Your question itself demonstrates the pr… https://t.co/fJKukHKNtE,dr_nickiw,1282827312996786177,2020-07-14 00:00:39,
553,RT @peterwsinger: This might be the most sickening thing I've read today https://t.co/bH3DbJ5Zo3,kerstin_zettl,1357386255714115587,2021-02-04 17:51:17,
554,"RT @SlaughterAM: If we step back for even a minute, this is simply horrifying. It looks like the inauguration in a country that has had a w…",kerstin_zettl,1357069269822033923,2021-02-03 20:51:41,
555,RT @derekwillis: I feel like the fact that there were at least 2 improvised explosive devices found on the Capitol grounds yesterday &amp; a pi…,kerstin_zettl,1356411441990004738,2021-02-02 01:17:43,
556,"German Consulting Firm HvS attributes new Lazarus espionage campaign against european companies:

https://t.co/rgjdopGvRd",kerstin_zettl,1355242388508332036,2021-01-29 19:52:19,
557,"Thanks a lot, @_AckermannK !😊 https://t.co/L098iJDTtc",kerstin_zettl,1355006374313390083,2021-01-29 04:14:29,
558,RT @caparsons: Inside Russia’s Secret Propaganda Unit https://t.co/jH6FH56u1K,kerstin_zettl,1354802164225486848,2021-01-28 14:43:01,
559,"RT @SZ_Politik: Der iranische Atomphysiker Mohsen Fakhrizadeh, auch „Vater der iranischen Bombe“ genannt, stirbt nach einem Attentat auf se…",kerstin_zettl,1354545986509692939,2021-01-27 21:45:04,
560,RT @hatr: This is an absolutely great speech by @ciaranmartinoxf on  cyber-operations. What they can achieve and what liberal democracies s…,kerstin_zettl,1354527732542169093,2021-01-27 20:32:32,
561,"RT @hatr: Neu:

Ransomware ist nach Angaben des @bka die größte Bedrohung für die deutsche Wirtschaft.

Uns liegt ein Chatverlauf vor, aus…",kerstin_zettl,1354439786098995200,2021-01-27 14:43:03,
562,RT @guardian: Anger at football academies' girls being stood down while boys can play on https://t.co/iG69lgWHP1,kerstin_zettl,1354077394399850496,2021-01-26 14:43:03,
563,"Introduces the theoretical foundations of our cyber conflict data set HD-CY.CON, which will be published next year! https://t.co/p2NoOnEI5l",kerstin_zettl,1353821207087489024,2021-01-25 21:45:03,
564,Seems to have even linguistic similarities with previously published US signaling efforts towards Russia. Without r… https://t.co/rvnQh4yCEy,kerstin_zettl,1353715004898496520,2021-01-25 14:43:02,
565,RT @Dennis_Kipker: United States Department of Justice: Six Russian GRU Officers Charged in Connection with Worldwide Deployment of Destruc…,kerstin_zettl,1352272823813890055,2021-01-21 15:12:19,
566,"Fake Hacks als Herausforderung für demokratische Wahlen...wie weist man nach, dass Wahlinfrastruktur NICHT gehackt… https://t.co/zPmjcIFR7L",kerstin_zettl,1332063301497466880,2020-11-26 20:46:54,
567,"RT @CyberScoopNews: Chinese cyber power is neck-and-neck with U.S., Harvard research finds https://t.co/hwpXnOJYx8 by @shanvav https://t.co…",kerstin_zettl,1330354824609738758,2020-11-22 03:38:01,
568,"RT @securityaffairs: US #DoJ charges Iranian hackers for attacks on US satellite companies-
https://t.co/SuHbRnJbWH
#securityaffairs #hacki…",kerstin_zettl,1316823455371755524,2020-10-15 19:29:11,
569,"RT @lawfareblog: ""Does the DHS Whistleblower Report Reveal an Election Interference Scandal?,"" the latest from @Susan_Hennessey and @jacob_…",kerstin_zettl,1303106645652918274,2020-09-07 23:03:29,
570,RT @techreview: It’s been estimated that North Korea relies on criminal activity for up to 15% of its income. Here’s how the regime uses cy…,kerstin_zettl,1287387637817409546,2020-07-26 14:01:46,
571,"RT @Reuters: New Zealand bourse resumes trade after cyber attacks, government activates security systems https://t.co/ORmED0bHHx https://t.…",kerstin_zettl,1282861308401115137,2020-07-14 02:15:44,
572,"Ohne Worte.
https://t.co/UJvYSc3avX",kerstin_zettl,1282827312996786177,2020-07-14 00:00:39,
573,@wisdom_stoic @aboutintel Good questions. My article explains that “incentives to reward good use” can be rescinded… https://t.co/JETQb1jFa2,kat_lampert,1357386255714115587,2021-02-04 17:51:17,
574,"When it comes to ensuring autocratic regimes don't misuse surveillance tech, the EU has policy options beyond tradi… https://t.co/735lbw22Va",kat_lampert,1357069269822033923,2021-02-03 20:51:41,
575,We're so pleased to introduce @fiddlerlabs as our partners for the upcoming Explainable AI Virtual Summit. Fiddler… https://t.co/V9T4NgPbSR,teamrework,1357386255714115587,2021-02-04 17:51:17,
576,Best Single Board Computers for AI and Deep Learning Projects https://t.co/EhfelcqQf5 https://t.co/svlCSSevZB,teamrework,1357069269822033923,2021-02-03 20:51:41,
577,@teamrework is partnering with @BankingCIO for Women in #FinTech Virtual Summit. A print platform where contributor… https://t.co/VYjBRNCct7,teamrework,1356411441990004738,2021-02-02 01:17:43,
578,https://t.co/225IiLGaKb,teamrework,1355242388508332036,2021-01-29 19:52:19,
579,https://t.co/5lM9Dz4rPm,teamrework,1355006374313390083,2021-01-29 04:14:29,
580,"💻January Newsletter 🎉

📰 Newly published White Paper
🚫 Experts predict #AI Roadblocks in 2021
⭐️ #WomeninAI podcast… https://t.co/3a3T1bsccK",teamrework,1354802164225486848,2021-01-28 14:43:01,
581,State-Of-The-Art Applied Artificial Intelligence Defined https://t.co/wa0gNpdJrG https://t.co/zKNrq8XA06,teamrework,1354545986509692939,2021-01-27 21:45:04,
582,"RT @reworkdl: Are you looking to adopt novel XAI methodologies to improve business performance? 

Don't miss technical presentations, live…",teamrework,1354527732542169093,2021-01-27 20:32:32,
583,"RT @Veracitiz: COVID has played a huge part in blocking potential AI development, but pandemic aside, we wanted to know what the experts th…",teamrework,1354439786098995200,2021-01-27 14:43:03,
584,"How AI is Used in Pharma and Healthcare for Clinical Drug Development 👊  James Cai, @Roche. Join us virtually on 25… https://t.co/xdPHUpqOel",teamrework,1354077394399850496,2021-01-26 14:43:03,
585,"🔔 Our latest Whitepaper is now available to download! 

In partnership with @gsitechnology &amp; with further contribut… https://t.co/7EGNsGJhGr",teamrework,1353821207087489024,2021-01-25 21:45:03,
586,"New transcript from our Women in AI Podcast series 🙌🏼

The Importance of having an inclusive and diverse corporatio… https://t.co/T7ghLG6k6m",teamrework,1353715004898496520,2021-01-25 14:43:02,
587,That's a wrap! It's been an excellent 2 days bringing the brightest minds in the field together with insightful pre… https://t.co/xbyT316UIm,teamrework,1352272823813890055,2021-01-21 15:12:19,
588,"RT @reworkdl: Attendees are firing questions away to our panelists! Here's one they asked: 

🗣️ ""How do you see the GAN migration to solvin…",teamrework,1332063301497466880,2020-11-26 20:46:54,
589,"RT @reworkdl: Emergent Complexity &amp; Zero-Shot Transfer via Unsupervised Environment Design: ""Ideally we want to save computation by tailori…",teamrework,1330354824609738758,2020-11-22 03:38:01,
590,RT @reworkAI: Such a fantastic roundtable discussion with Myrna MacGregor from @BBCTech. It's great to see attendees connecting over areas…,teamrework,1316823455371755524,2020-10-15 19:29:11,
591,Not long to go until day 2 of the Deep Learning 2.0 Virtual Summit begins 🙌 Which stages will you visit the most? W… https://t.co/liKlDRTDt2,teamrework,1303106645652918274,2020-09-07 23:03:29,
592,"RT @reworkAI: PANEL: Best Practices for Realising ROI on AI Projects Raising hands

We have 4 panelists on our Enterprise AI Stage today, a…",teamrework,1287387637817409546,2020-07-26 14:01:46,
593,"RT @reworkdl: ""Open-ended systems do run risks, own our civilisation runs risks of destroying itself. There’s a paradox of control with OE.…",teamrework,1282861308401115137,2020-07-14 02:15:44,
594,"RT @reworkdl: First up, Ken Stanley of @OpenAI discussing 'From Open-Endedness to AI'

""We hope to continually optimize within generated en…",teamrework,1282827312996786177,2020-07-14 00:00:39,
595,RT @vieuxrenard: „Südafrika“ klingt weit weg - doch in Tirol gibt es gerade einen großen Ausbruch der südafrikanischen Mutante B1351 („Isch…,josuagrw,1357386255714115587,2021-02-04 17:51:17,
596,"RT @annalist: Was ich nicht verstehe: Warum wird über Verkehrsunfälle berichtet, aber nicht über Corona-Tote? Also, nicht annähernd so ausf…",josuagrw,1357069269822033923,2021-02-03 20:51:41,
597,"RT @Natascha_Strobl: COVID - die Pandemie, die die Reichen in der Welt verteilen und die die Armen, Kranken und Alten ausbaden.",josuagrw,1356411441990004738,2021-02-02 01:17:43,
598,"Auch Island sind anscheinend die Dosen ausgegangen – hätte mich auch überrascht, wenn sie sehr viel schneller geimp… https://t.co/44dq8FWNIH",josuagrw,1355242388508332036,2021-01-29 19:52:19,
